[15:51:34 INF] (Prospect.Server.Game.Program                        ) Starting Prospect.Server.Game
[15:51:34 INF] (Prospect.Server.Game.Services.GameDataService       ) Initializing GameDataService...
[15:51:34 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: MapsInfos_DT
[15:51:35 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: MapsInfos_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 6 map configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: GameModeTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 5 game mode configurations
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Loading DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Unreal.Assets.DataTables.DataTableParser   ) Successfully loaded DataTable: PlayerTuning_DT
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Loaded 1 player tuning configurations
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) GameDataService initialized successfully
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) === GAME CONFIGURATION ===
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Maps:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   ServerEntry: Server Entry (Maps/MP/Entry/ServerEntry_P.ServerEntry_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map01: Map_01_Name (Maps/MP/MAP01/MP_Map01_P.MP_Map01_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map02: Map_02_Name (Maps/MP/MAP02/MP_Map02_P.MP_Map02_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   Map03: Map_03_Name (Maps/MP/AlienCaverns/MP_AlienCaverns_P.MP_AlienCaverns_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   CombatTestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   PIETestMap: Combat Arena Template (Maps/Testmaps/TestMap_PathB_CombatArenaTemplate_P.TestMap_PathB_CombatArenaTemplate_P)
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) Available Game Modes:
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   LOOP: Score Sharing=False, Timer Shutdown=True
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SOLOTRAININGMATCH: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   EVENT: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   SANDBOX: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       )   STATION: Score Sharing=True, Timer Shutdown=False
[15:51:36 INF] (Prospect.Server.Game.Services.GameDataService       ) ===========================
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Using new asset system:
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Map: Map01 -> /Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Game Mode: LOOP -> /Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.Program                        )   Player Start Rules: 5 configured
[15:51:36 INF] (Prospect.Server.Game.Program                        ) Final Server Configuration: Port=7777, Map=/Game/Maps/MP/MAP01/MP_Map01_P.MP_Map01_P, GameMode=/Script/Prospect/YGameMode_Loop
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) ProspectWorld asset system initialized with base path: C:\Users\JLGrimes\Projects\Prospect\src\Prospect.Server.Game\bin\Season 2 Release\net8.0\Exports
[15:51:36 INF] (Prospect.Server.Game.Program                        ) === LOADING MAP01 LEVEL ===
[15:51:36 INF] (Prospect.Server.Game.ProspectWorld                  ) Loading level: Maps/MP/MAP01/MP_Map01_P
[15:51:36 INF] (Prospect.Unreal.Assets.AssetParser                  ) Loading asset: Maps/MP/MAP01/MP_Map01_P (26.52591323852539 MB)
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Processing JSON array with 1864 exports for Maps/MP/MAP01/MP_Map01_P
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='Function', Class='UScriptClass'Function'', Name='ExecuteUbergraph_MP_Map01_P', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_2', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_0', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
[15:51:40 DBG] (Prospect.Unreal.Assets.AssetParser                  ) Export candidate: Type='BodySetup', Class='UScriptClass'BodySetup'', Name='BodySetup_1', Score=0
